exercise,equipment,difficulty,link,muscle,img_link,video_link,step
Dumbbell Romanian Deadlift,Dumbbells,Intermediate,https://musclewiki.com/Dumbbells/Male/Hamstrings/Dumbbell-Romanian-Deadlift,Glutes,https://www.musclewiki.com/media/uploads/male-dumbbell-romanian-deadlift-front.gif,https://youtu.be/N2rh2wo0nGE,"1. 어깨 너비 자세로 서십시오.무릎을 대부분 연장하는 동안 엉덩이를 뒤로 밀어 넣으십시오.
2. 당신은 당신의 햄스트링에 뻗어 있어야합니다.스트레칭을 느낄 때 엉덩이를 앞으로 밀고 담당자를 완성하십시오.
3. 엉덩이를 완전히 앞으로 밀지 마십시오.이것은 당신의 척추를 과도하게 확장시킬 것입니다.정상적인 서있는 자세로 가십시오."
Barbell Bulgarian Split Squat,Barbell,Advanced,https://musclewiki.com/Barbell/Male/Quads/Barbell-Bulgarian-Split-Squat,Glutes,https://www.musclewiki.com/media/uploads/male-barbell-bulgarian-split-squat-front_PzOpslJ.gif,https://youtu.be/TSSiu0fSJgE,"1. 무릎 높이 또는 몇 인치 낮은 상자 나 벤치를 찾으십시오.(상자가 낮을수록 이동성 요구 사항이 낮습니다).
2. 발가락이나 발 상단을 상자에 놓을 수 있습니다.앞발을 앞으로 또는 약간 바깥쪽으로 향하게하고 무릎과 엉덩이를 동시에 부러 뜨립니다.
3. 앞다리가 평행 깊이 (지면과 평행 한 햄스트링)를 누르도록 목표로합니다.
4. 앞발을 더 앞쪽으로 앞쪽으로, 움직임 범위가 엉덩이에 더 길어집니다.앞발이 더 많이 뒤로 물리면 무릎의 롬이 길어집니다."
Front Squat Olympic,Barbell,Advanced,https://musclewiki.com/Barbell/Male/Quads/Front-Squat-Olympic,Glutes,https://www.musclewiki.com/media/uploads/male-barbell-front-squat-olympic-front_f5DAl1E.gif,https://youtu.be/wvnh-DqB41o,"1. 막대의 표시로 손을 측정하여 심지어 짝수를 확인하십시오.그런 다음 팔꿈치를 막대 아래에 던지십시오.
2. 막대는 어깨에 너무 높게 설정되어 있어야 목에 약간 파헤칩니다.전체 담당자를 위해 팔꿈치를 천장까지 밀어 넣으십시오.당신이 너무 앞으로 나아 가지 않도록하기 위해.
3. 뒷면 또는 잔 스쿼트에 사용할 쪼그리고 앉는 자세를 사용하십시오.엉덩이를 뒤로 밀어 스쿼트를 시작하십시오.평행 깊이에 닿을 때까지 무릎을 깰 수 있습니다.
4. 서있는 위치로 다시 쪼그리고 앉습니다."
Front Squat Bodybuilding,Barbell,Advanced,https://musclewiki.com/Barbell/Male/Quads/Front-Squat-Bodybuilding,Glutes,https://www.musclewiki.com/media/uploads/male-barbell-front-squat-bodybuilding-front_EJTjKlp.gif,https://youtu.be/tj5rYWVvaEw,"1. 바로 어깨를 측정하여 심지어 짝수를 확인하십시오.바로 어깨를 던지십시오.막대가 목에 약간 파고 있어야합니다.
2. 팔꿈치를 전체 담당자의 천장까지 밀어 넣으십시오.당신이 너무 앞으로 나아 가지 않도록하기 위해.
3. 뒷면 또는 잔 스쿼트에 사용할 쪼그리고 앉는 자세를 사용하십시오.엉덩이를 뒤로 밀어 스쿼트를 시작하십시오.평행 깊이에 닿을 때까지 무릎을 깰 수 있습니다.
4. 서있는 위치로 다시 쪼그리고 앉습니다."
High Bar Good Morning,Barbell,Advanced,https://musclewiki.com/Barbell/Male/Hamstrings/High-Bar-Good-Morning,Glutes,https://www.musclewiki.com/media/uploads/male-barbell-highbar-good-morning-front.gif,https://youtu.be/5jFBLa6jYdM,"1. 막대를 함정에 놓습니다.막대가 자궁 경부 척추를 파헤 치지 않도록 패드가 필요할 수 있습니다.
2. 엉덩이를 똑바로 밀어 넣으십시오.무릎은 대부분 연장되어야합니다 (부드러운 무릎을 생각하십시오).또한 확인하십시오
3. 햄스트링의 스트레칭처럼 느껴지는 것을 찾으십시오.스트레칭 느낌은 척추를 둥글게하지 않고 움직임 범위의 끝에 가까워 질 수 있음을 의미합니다.
4. 스트레치가 느껴질 때 서있는 위치에있을 때까지 엉덩이를 앞으로 밀어 넣습니다."
Low Bar Good Morning,Barbell,Advanced,https://musclewiki.com/Barbell/Male/Hamstrings/Low-Bar-Good-Morning,Glutes,https://www.musclewiki.com/media/uploads/male-barbell-low-bar-good-morning-front_1EwS2HZ.gif,https://youtu.be/P_KnGXBnh9U,"1. 막대를 트랩과 후면 델트 사이에 놓습니다.어깨 뼈를 뒤로 당겨서 막대에 선반을주십시오.
2. 햄스트링에서 스트레칭을 느낄 때까지 엉덩이를 뒤로 밀어 넣으십시오.이것은 척추를 둥글게하면서 움직임 범위의 끝에 가까이 다가 가고 있음을 의미합니다.
3. 스트레치가 느껴질 때 서있는 위치에있을 때까지 엉덩이를 앞으로 밀어 넣습니다."
Barbell Sumo Deadlift,Barbell,Intermediate,https://musclewiki.com/Barbell/Male/Quads/Barbell-Sumo-Deadlift,Glutes,https://www.musclewiki.com/media/uploads/male-barbell-sumo-deadlift-front_aeM2BqT.gif,https://youtu.be/6vBHlIcyeoI,"1. 자세 너비는 Sumo DL에 따라 다를 수 있습니다.일부는 접시 근처의 발가락을 선호합니다.다른 사람들은 바닥에서 더 많은 운전을하기 위해 더 좁은 자세를 선호합니다.
2. 팔이 다리 안에 있는지 확인하십시오.바는 1 피트 중반에 있어야합니다.등을 평평하게하고 발 뒤꿈치를 바닥에 밀어 넣으십시오.
3. 무릎과 엉덩이를 동시에 뻗어보십시오."
Barbell Staggered Deadlift,Barbell,Advanced,https://musclewiki.com/Barbell/Male/Hamstrings/Barbell-Staggered-Deadlift,Glutes,https://www.musclewiki.com/media/uploads/male-barbell-staggered-deadlift-side_oYLvd7u.gif,https://youtu.be/1Cyf7_MjbVI,"1. 한 발 뒤에 배치하십시오.당신은 그 뒷발에 당신의 발가락에만 있어야합니다.앞발은 전체 시간에 평평하게 심어야합니다.
2. 등 무릎을 구부리고 엉덩이를 뒤로 밀어 넣으십시오.앞 햄스트링에서 스트레칭을 찾으십시오.
3. 스트레칭을 느낄 때 서있는 위치로 돌아올 때까지 엉덩이를 다시 앞으로 밀어 넣으십시오."
Barbell Single Leg Deadlift,Barbell,Advanced,https://musclewiki.com/Barbell/Male/Hamstrings/Barbell-Single-Leg-Deadlift,Glutes,https://www.musclewiki.com/media/uploads/male-barbell-single-leg-deadlift-side_j7THOfr.gif,https://youtu.be/odTpm7w_698,"1. 엉덩이를 똑바로 밀고 작업하지 않는 다리를 뒤로 뻗어 시작하십시오.각 담당자마다 다른 발을 땅에 닿아도 괜찮습니다.
2. 무릎을 대부분 연장하십시오.햄스트링에서 스트레칭을 찾으십시오.스트레칭을 느낄 때 서있는 위치로 돌아올 때까지 엉덩이를 앞으로 밀어 넣으십시오."
Barbell Romanian Deadlift,Barbell,Intermediate,https://musclewiki.com/Barbell/Male/Hamstrings/Barbell-Romanian-Deadlift,Glutes,https://www.musclewiki.com/media/uploads/male-barbell-romanian-deadlift-front_fbeReMD.gif,https://youtu.be/v7Dc3lcct3M,"1. 어깨 너비, 두 번 오버 핸드 또는 혼합 그립을 취하십시오.
2. 무릎을 대부분 연장하는 동안 엉덩이를 뒤로 밀어냅니다.햄스트링에서 스트레칭을 찾으십시오.
3. 스트레칭을 느낄 때 서있는 위치로 돌아올 때까지 엉덩이를 앞으로 밀어 넣으십시오."
Low Bar Squat,Barbell,Advanced,https://musclewiki.com/Barbell/Male/Quads/Low-Bar-Squat,Glutes,https://www.musclewiki.com/media/uploads/male-barbell-lowbar-squat-front.gif,https://youtu.be/K5pa54G0xPE,"1. 어깨 뼈를 정말 세게 잡아 당기고 뒤쪽 델트에 막대를 놓습니다.
2. 엉덩이를 뒤로 밀고 무릎을 꿇고 쪼그리고 앉으십시오.
3. 햄스트링을 땅과 평행하게하는 것을 목표로합니다.발 뒤꿈치를 바닥에 밀고 서있는 위치로 뒤로 젖 힙니다."
Dumbbell Bulgarian Split Squat,Dumbbells,Advanced,https://musclewiki.com/Dumbbells/Male/Quads/Dumbbell-Bulgarian-Split-Squat,Glutes,https://www.musclewiki.com/media/uploads/male-dumbbell-bulgarian-split-squat-front.gif,https://youtu.be/SzyQrILdzbw,"1. 무릎 높이 또는 몇 인치 낮은 상자 나 벤치를 찾으십시오.(상자가 낮을수록 이동성 요구 사항이 낮습니다).
2. 발가락이나 발 상단을 상자에 놓을 수 있습니다.앞발을 앞으로 또는 약간 바깥쪽으로 향하게하고 무릎과 엉덩이를 동시에 부러 뜨립니다.
3. 앞다리가 평행 깊이 (지면과 평행 한 햄스트링)를 누르도록 목표로합니다.
4. 앞발을 더 앞쪽으로 앞쪽으로, 움직임 범위가 엉덩이에 더 길어집니다.앞발이 더 많이 뒤로 물리면 무릎의 롬이 길어집니다."
