muscle,exercise,equipment,difficulty,link,image1,image2,video1,video2,step
Biceps,Inverted Row,Bodyweight, Beginner ,https://musclewiki.com/Bodyweight/Male/Biceps/Inverted-Row,https://www.musclewiki.com/media/uploads/bodyweight-male-reverse-row-front.gif,https://www.musclewiki.com/media/uploads/bodyweight-male-reverse-row-side.gif,https://youtu.be/EuT4-4OFySE,https://youtu.be/EuT4-4OFySE,"1. 고정 수평 막대 아래에 놓고 넓은 오버 핸드 그립으로 막대를 잡습니다.
2. 몸을 바로 똑바로 당기십시오.
3. 시작 위치로 돌아 가면 팔이 완전히 연장되었습니다.반복하다."
Biceps,Chin Ups,Bodyweight, Intermediate ,https://musclewiki.com/Bodyweight/Male/Biceps/Chin-Ups,https://www.musclewiki.com/media/uploads/bodyweight-male-chinup-front.gif,https://www.musclewiki.com/media/uploads/bodyweight-male-chinup-side.gif,https://youtu.be/i42_vtNS80Y,https://youtu.be/v7BuGTumRUg,"1. 막대 어깨 너비를 깎아 낸 그립 (손바닥을 향한 손바닥)을 잡습니다.
2. 몸이 매달려 있고 팔이 완전히 뻗어 있으면 턱이 막대를 지나갈 때까지 몸을 끌어 올리십시오.
3. 천천히 시작 위치로 돌아갑니다.반복하다."
Biceps,Twisting Curl,Cables, Advanced ,https://musclewiki.com/Cables/Male/Biceps/Twisting-Curl,https://www.musclewiki.com/media/uploads/male-cable-twisting-curl-side.gif,https://www.musclewiki.com/media/uploads/male-cable-twisting-curl-front.gif,https://youtu.be/K4SMb5p7Swc,https://youtu.be/bQcsqQfCDmo,"1. 핸들 첨부 파일을 사용하십시오.케이블은 기계의 바닥으로 끝까지 설정해야합니다.
2. 케이블 머신에서 멀어지게됩니다.당신이 더 나은 지원의 기반을 갖도록 당신의 입장을 비틀 거리십시오.
3. 중립 그립으로 시작하십시오.팔꿈치를 구부리십시오.손바닥을 비틀면서.움직임의 꼭대기에 부딪히면 손바닥이 위로 향해야합니다."
Biceps,Bayesian Curl,Cables, Beginner ,https://musclewiki.com/Cables/Male/Biceps/Bayesian-Curl,https://www.musclewiki.com/media/uploads/male-cable-bayesian-curl-side.gif,https://www.musclewiki.com/media/uploads/male-cable-bayesian-curl-front.gif,https://youtu.be/VlACMxVsaF8,https://youtu.be/wMOxt5_1Muc,"1. 핸들 첨부 파일을 사용하십시오.케이블은 기계의 바닥으로 끝까지 설정해야합니다.
2. 케이블 머신에서 멀어지게됩니다.
3. 당신이 더 나은 지원의 기반을 갖도록 당신의 자세를 비틀 거리십시오.손바닥을 앞으로 향하게하십시오.팔꿈치를 구부리고 확장하십시오."
Biceps,Cable Reverse Curl,Cables, Intermediate ,https://musclewiki.com/Cables/Male/Biceps/Cable-Reverse-Curl,https://www.musclewiki.com/media/uploads/male-cable-reverse-curl-side.gif,https://www.musclewiki.com/media/uploads/male-cable-reverse-curl-front.gif,https://youtu.be/_Tn8TJ1DrX4,https://youtu.be/c8MslUhpAyk,"1. 핸들 첨부 파일을 사용하십시오.케이블은 기계의 바닥으로 끝까지 설정해야합니다.
2. 케이블 머신에서 멀어지게됩니다.당신이 더 나은 지원의 기반을 갖도록 당신의 입장을 비틀 거리십시오.
3. 손바닥을 아래쪽으로 향하십시오.팔꿈치를 구부리고 확장하십시오."
Biceps,Cable Hammer Curl,Cables, Beginner ,https://musclewiki.com/Cables/Male/Biceps/Cable-Hammer-Curl,https://www.musclewiki.com/media/uploads/male-cable-hammer-curl-side.gif,https://www.musclewiki.com/media/uploads/male-cable-hammer-curl-front.gif,https://youtu.be/RrC6MojNnN0,https://youtu.be/tOxNeSx_P70,"1. 핸들 첨부 파일을 사용하십시오.케이블은 기계의 바닥으로 끝까지 설정해야합니다.
2. 케이블 머신에서 멀어지게됩니다.당신이 더 나은 지원의 기반을 갖도록 당신의 입장을 비틀 거리십시오.
3. 핑키를 향한 위로 향하는 중립 그립 엄지를 사용하십시오).팔꿈치를 구부리고 확장하십시오."
Biceps,Curl,Band, Beginner ,https://musclewiki.com/Band/Male/Biceps/Curl,https://www.musclewiki.com/media/uploads/male-band-curl-side.gif,https://www.musclewiki.com/media/uploads/male-band-curl-front.gif,https://youtu.be/M0DeG7ptAes,https://youtu.be/7f1kaMkOdk4,"1. 밴드를 낮은 앵커 포인트에 부착하십시오.손바닥을 곧바로 가리 킵니다.
2. 이두근 계약을 느낄 때까지 팔꿈치를 구부리십시오.그런 다음 팔꿈치를 완전히 확장하십시오."
Biceps,Hammer Curl,Band, Intermediate ,https://musclewiki.com/Band/Male/Biceps/Hammer-Curl,https://www.musclewiki.com/media/uploads/male-band-hammer-curl-side.gif,https://www.musclewiki.com/media/uploads/male-band-hammer-curl-front.gif,https://youtu.be/EbkebYHl34I,https://youtu.be/N0FjItpFQVA,"1. 밴드를 낮은 앵커 포인트에 부착하십시오.중립 그립을 사용하십시오.
2. 이두근 계약을 느낄 때까지 팔꿈치를 구부리십시오.그런 다음 팔꿈치를 완전히 확장하십시오."
Biceps,Kneeling Single Arm Pulldown,Band, Beginner ,https://musclewiki.com/Band/Male/Biceps/Kneeling-Single-Arm-Pulldown,https://www.musclewiki.com/media/uploads/male-band-kneeling-single-arm-pulldown-side.gif,https://www.musclewiki.com/media/uploads/male-band-kneeling-single-arm-pulldown-front.gif,https://youtu.be/hGXi-ztgU6g,https://youtu.be/2bA1aTxHm5U,"1. 밴드를 눈 수준 약으로 배치하십시오.무릎을 꿇는 위치에 빠지십시오.
2. 땅에있는 무릎은 작업 팔과 같은 쪽이어야합니다.가슴을 내밀세요.
3. 그런 다음 팔꿈치를 똑바로 당깁니다.LAT를 구부린 다음 시작 위치로 확장하십시오."
Biceps,Reverse Curl,Band, Intermediate ,https://musclewiki.com/Band/Male/Biceps/Reverse-Curl,https://www.musclewiki.com/media/uploads/male-band-reverse-curl-side.gif,https://www.musclewiki.com/media/uploads/male-band-reverse-curl-front.gif,https://youtu.be/T1A7kgB4Q_I,https://youtu.be/Vz8hrIwDKVg,"1. 밴드를 낮은 앵커 포인트에 부착하십시오..손바닥을 허벅지쪽으로 향하게하십시오.
2. 이두근 계약을 느낄 때까지 팔꿈치를 구부리십시오.그런 다음 팔꿈치를 완전히 확장하십시오."
Biceps,Dumbbell Reverse Curl,Dumbbells, Intermediate ,https://musclewiki.com/Dumbbells/Male/Biceps/Dumbbell-Reverse-Curl,https://www.musclewiki.com/media/uploads/male-dumbbell-reverse-curl-side.gif,https://www.musclewiki.com/media/uploads/male-dumbbell-reverse-curl-front.gif,https://youtu.be/ukpruNZHfGI,https://youtu.be/mEQLEDenxsI,"1. 발음 (오버 핸드) 그립으로 아령을 잡습니다.손목에 더 편한 경우이 운동을 할 수 있습니다.
2. 팔꿈치가 팔뚝이 팔뚝에 닿을 때까지 팔꿈치를 구부립니다.팔꿈치를 바깥쪽으로 향하게하지 마십시오."
Biceps,Dumbbell Row Unilateral,Dumbbells, Beginner ,https://musclewiki.com/Dumbbells/Male/Biceps/Dumbbell-Row-Unilateral,https://www.musclewiki.com/media/uploads/male-dumbbell-unilateral-row-side.gif,https://www.musclewiki.com/media/uploads/male-dumbbell-unilateral-row-front.gif,https://youtu.be/lOsU4wCPY2o,https://youtu.be/P8lNvP8SsQk,"1. 안정적인 물건에 대해 팔을 바르십시오 (벤치, 상자).작업 팔 옆의 다리가 돌아 오도록 자세를 비틀 거리십시오.
2. 몸통을 땅과 평행하게하십시오.그것은 당신의 움직임 범위를 확장 할 것입니다.
3. 팔을 자유롭게 매달린 다음 팔꿈치를 뒤로 당기십시오.겨드랑이에 테니스 공이 있다고 상상해보십시오."
Biceps,Barbell Reverse Curl,Barbell, Advanced ,https://musclewiki.com/Barbell/Male/Biceps/Barbell-Reverse-Curl,https://www.musclewiki.com/media/uploads/male-barbell-reversecurl-side.gif,https://www.musclewiki.com/media/uploads/male-barbell-reversecurl-front.gif,https://youtu.be/Zi9cM4icoyk,https://youtu.be/Hc0eZZpbJz4,"1. 어깨 너비에 관한 이중 오버 핸드 그립을 취하십시오.팔꿈치를 집어 넣는 동안 팔꿈치를 구부리십시오. 플레어를 꺼내지 마십시오.
2. 팔뚝이 이두근으로 눌러질 때까지 말리십시오.그런 다음 각 담당자의 바닥에서 팔꿈치를 완전히 확장하십시오."
Chest,Barbell Bench Press,Barbell, Intermediate ,https://musclewiki.com/Barbell/Male/Chest/Barbell-Bench-Press,https://www.musclewiki.com/media/uploads/male-barbell-bench-press-front_C2G7O8r.gif,https://www.musclewiki.com/media/uploads/male-barbell-bench-press-side_giVNk12.gif,https://youtu.be/4uSFvPyZI7I,https://youtu.be/4uSFvPyZI7I,"1. 땅에 발을두고 벤치에 평평하게 놓으십시오.똑바로 팔이 바를 풀어주었습니다.
2. 막대를 중간 가슴으로 낮 춥니 다
3. 팔꿈치를 잠글 때까지 막대를 올리십시오."
Chest,Dips,Bodyweight, Intermediate ,https://musclewiki.com/Bodyweight/Male/Chest/Dips,https://www.musclewiki.com/media/uploads/bodyweight-male-dips-front_5pJM6Vh.gif,https://www.musclewiki.com/media/uploads/bodyweight-male-dips-side_5HAGnjr.gif,https://youtu.be/G4BqAiQ9mHs,https://youtu.be/qFeGkACfl2c,"1. 장비 위에 팔을 잠긴 상태에서 몸을 잡고
2. 앞으로 기대면서 천천히 몸을 내리고 팔꿈치를 벗겨냅니다.
3. 팔이 잠겨질 때까지 몸을 바로 올려 놓으십시오."
Chest,Incline Dumbbell Press,Dumbbells, Beginner ,https://musclewiki.com/Dumbbells/Male/Chest/Incline-Dumbbell-Press,https://www.musclewiki.com/media/uploads/male-dumbbell-inclined-bench-press-front.gif,https://www.musclewiki.com/media/uploads/male-dumbbell-inclined-bench-press-side.gif,https://www.youtube.com/watch?v=rsTKuMPoGbc%7C,https://www.youtube.com/watch?v=-flkO8IIM_Y%7C,"1. 벤치를 30-45도 각도로 올립니다.
2. 벤치에 누워 발을 땅에 놓으십시오.
3. 똑바로 팔로 아령을 올린 다음 천천히 어깨 너비로 낮추십시오.
4. 팔이 잠겨있을 때까지 다시 시작하고 다시 시작 위치에 있습니다."
Chest,Dumbbell Flys,Dumbbells, Beginner ,https://musclewiki.com/Dumbbells/Male/Chest/Dumbbell-Flys,https://www.musclewiki.com/media/uploads/male-dumbbell-chest-flyes-front.gif,https://www.musclewiki.com/media/uploads/male-dumbbell-chest-flyes-side.gif,https://www.youtube.com/watch?v=kfTgKkZJnIQ%7C,https://www.youtube.com/watch?v=q08Z0yXD1_c%7C,"1. 벤치에 평평하게 놓고 발을 땅에 놓습니다.
2. 가슴 위에 고정 된 아령으로 운동을 시작하십시오. 팔꿈치는 약간 구부러집니다.
3. 동시에 무게를 양쪽으로 낮 춥니 다.
4. 중량이 벤치와 평행 할 때 일시 중지 한 다음 팔을 시작 위치로 올립니다."
Chest,Dumbbell Bench Press,Dumbbells, Beginner ,https://musclewiki.com/Dumbbells/Male/Chest/Dumbbell-Bench-Press,https://www.musclewiki.com/media/uploads/male-dumbbell-bench-press-side.gif,https://www.musclewiki.com/media/uploads/male-dumbbell-bench-press-front.gif,https://youtu.be/hPRAh07c594,https://youtu.be/VQo4v9zZBlo,"1. 땅에 발을두고 벤치에 평평하게 놓으십시오.똑바로 팔이있을 때까지 아령을 올리십시오.
2. 아령을 가슴 중간으로 낮추십시오
3. 팔꿈치를 잠글 때까지 아령을 올리십시오."
Chest,Incline Barbell Bench Press,Barbell, Intermediate ,https://musclewiki.com/Barbell/Male/Chest/Incline-Barbell-Bench-Press,https://www.musclewiki.com/media/uploads/male-barbell-incline-bench-press-side.gif,https://www.musclewiki.com/media/uploads/male-barbell-incline-bench-press-front.gif,https://www.youtube.com/watch?v=AqXJ5dWn7Fk%7C,https://www.youtube.com/watch?v=YuL-RaRD4MU%7C,"1. 벤치를 30 ~ 45도 사이에 배치하십시오.
2. 발을 땅에두고 벤치에 평평하게 놓으십시오.똑바로 팔이 바를 풀어주었습니다.
3. 막대를 중간 가슴으로 낮 춥니 다
4. 팔꿈치를 잠글 때까지 막대 (천천히 제어)를 올리십시오."
Chest,Kettlebell Chest Press,Kettlebells, Beginner ,https://musclewiki.com/Kettlebells/Male/Chest/Kettlebell-Chest-Press,https://www.musclewiki.com/media/uploads/kettlebell-male-chest-press-front.gif,https://www.musclewiki.com/media/uploads/kettlebell-male-chest-press-side.gif,https://youtu.be/15CIJwGNVjU,https://youtu.be/1bTkq7iZAUI,"1. 무릎이 구부러지고 발을 바닥에 단단히 고정시키고 바닥에 누워서 양손으로 가슴에 케틀벨을 잡고 있습니다.
2. 팔을 완전히 뻗어 팔꿈치가 잠길 때까지 케틀벨을 올리십시오.
3. 케틀벨을 시작 위치로 낮추고 반복합니다."
Chest,Single Arm Chest Fly,Kettlebells, Beginner ,https://musclewiki.com/Kettlebells/Male/Chest/Single-Arm-Chest-Fly,https://www.musclewiki.com/media/uploads/kettlebell-male-SA-chest-fly-front.gif,https://www.musclewiki.com/media/uploads/kettlebell-male-SA-chest-fly-side.gif,https://youtu.be/bmEIpJjogLg,https://youtu.be/AhP1rqEtqpc,"1. 무릎이 구부러지고 발이 바닥에 단단히 바닥에 눕고 팔을 몸 옆에 두십시오.
2. 한 손으로 케틀벨을 잡고 팔꿈치에 약간의 구부러진 상태로 팔을 완전히 뻗어 팔뚝을 위쪽으로 향하게하고 가슴 위로 케틀벨을 들어 올리십시오.
3. 케틀벨을 시작 위치로 낮추고 반복합니다."
Chest,Single Arm Press,Kettlebells, Beginner ,https://musclewiki.com/Kettlebells/Male/Chest/Single-Arm-Press,https://www.musclewiki.com/media/uploads/kettlebell-male-sa-chest-press-front.gif,https://www.musclewiki.com/media/uploads/kettlebell-male-sa-chest-press-side_hqAdyFE.gif,https://youtu.be/OaqpmVrrz8E,https://youtu.be/KESnQN0gg60,"1. 무릎이 구부러지고 발이 바닥에 단단히 바닥에 누워 있으면 한쪽 팔이 몸 옆에 놓이십시오.
2. 다른 팔을 사용하여 Kettlebell을 어깨 바로 위쪽으로 팔 길이로 잡습니다.
3. 팔꿈치에서 팔꿈치로 팔꿈치가 바닥에 놓일 때까지 팔을 내립니다.
4. 시작 위치로 돌아갑니다."
Chest,Walkover Pushup,Kettlebells, Intermediate ,https://musclewiki.com/Kettlebells/Male/Chest/Walkover-Pushup,https://www.musclewiki.com/media/uploads/kettlebell-male-walkover-pushup-front.gif,https://www.musclewiki.com/media/uploads/kettlebell-male-walkover-pushup-side.gif,https://youtu.be/foV98ufteFM,https://youtu.be/Hk-Y3NAnIIE,"1. 발이 넓고 한 손이 케틀벨에 놓여있는 프레스 위트 위치에서 시작하여 몸을 똑바로 유지하고 시작 위치로 돌아 오는 동안 가슴을 땅쪽으로 내려 놓고 가슴을 아래로 내립니다.
2. Kettlebell에 손을 바꾸고 원래 손을 어깨 아래의 케틀벨에 놓고 또 다른 프레스를 완성하십시오.
3. 반복하십시오."
Chest,Chest Stretch Variation Four,Stretches, Beginner ,https://musclewiki.com/Stretches/Male/Chest/Chest-Stretch-Variation-Four,https://www.musclewiki.com/media/uploads/male-strech-13-front.gif,https://www.musclewiki.com/media/uploads/male-strech-13-side.gif,https://youtu.be/BnhIRqwh_w8,https://youtu.be/DjZv5SIEJF4,"1. 팔을 어깨 높이로 올려 놓고 앞에 완전히 확장됩니다.
2. 천천히 팔을 어깨 높이로 등 뒤로 가져옵니다.
3. 몇 초 동안 일시 중지 한 다음 시작 위치로 돌아갑니다."
Chest,Chest Stretch Variation Three,Stretches, Beginner ,https://musclewiki.com/Stretches/Male/Chest/Chest-Stretch-Variation-Three,https://www.musclewiki.com/media/uploads/male-strech-14-front.gif,https://www.musclewiki.com/media/uploads/male-strech-14-side.gif,https://youtu.be/-8o988Co9t0,https://youtu.be/FvOtEpKGB1Y,"1. 팔을 등 뒤에 놓고 손을 함께 걸어 놓으십시오.
2. 팔꿈치가 잠길 때까지 천천히 뻗은 다음 그들에게서 멀리 들어 올리십시오.
3.이 위치에서 몇 초 동안 일시 중지 한 다음 시작 위치로 되돌립니다."
Chest,Chest Stretch Variation Two,Stretches, Beginner ,https://musclewiki.com/Stretches/Male/Chest/Chest-Stretch-Variation-Two,https://www.musclewiki.com/media/uploads/male-strech-15-front.gif,https://www.musclewiki.com/media/uploads/male-strech-15-side.gif,https://youtu.be/PqLQe9NCYo0,https://youtu.be/oystQdQO2M0,"1. 바로 앞에 한 손으로 옆구리에 누워 있습니다.
2. 팔에 약간의 구부러지면 팔을 몸 주위로 가능한 한 천천히 돌리십시오.
3. 시작 위치로 돌아가서 반대쪽에서 반복하십시오."
Chest,Chest Stretch Variation One,Stretches, Beginner ,https://musclewiki.com/Stretches/Male/Chest/Chest-Stretch-Variation-One,https://www.musclewiki.com/media/uploads/male-strech-46-front.gif,https://www.musclewiki.com/media/uploads/male-strech-46-side.gif,https://youtu.be/0eeCfNjTt4M,https://youtu.be/RejOQAu0Mk4,"1. 올린 벽을 사용하여 팔을 90도 각도로 놓습니다.
2. 비틀 거리는 자세로 가슴을 뻗어 벽에 기대어.
3. 몇 초 동안 일시 중지 한 다음 시작 위치로 돌아와 반대쪽에서 반복합니다."
Chest,Push Up,Bodyweight, Beginner ,https://musclewiki.com/Bodyweight/Male/Chest/Push-Up,https://www.musclewiki.com/media/uploads/bodyweight-male-pushup-side_eeaJGyM.gif,https://www.musclewiki.com/media/uploads/bodyweight-male-pushup-front_jOCMyoK.gif,https://youtu.be/FA5KifI5IyU,https://youtu.be/5SEZPKLXJUk,"1. 손을 어깨 바로 아래 바닥에 단단히 놓으십시오.
2. 몸 전체가 똑바로 몸을 낮추도록 등을 평평하게하십시오.
3. 어깨 뼈를 뒤로 그리고 아래쪽으로 뽑아 팔꿈치를 몸에 가까이 두십시오.
4. 시작 위치로 돌아갈 때 숨을 내쉬십시오."
Chest,Bodyweight Chest Dips,Bodyweight, Beginner ,https://musclewiki.com/Bodyweight/Male/Chest/Bodyweight-Chest-Dips,https://www.musclewiki.com/media/uploads/male-bodyweight-bench-chest-dips-side.gif,https://www.musclewiki.com/media/uploads/male-bodyweight-bench-chest-dips-front.gif,https://www.youtube.com/watch?v=AsK5U_vJ5eQ%7C,https://www.youtube.com/watch?v=Z2c02dbshBA%7C,"1. 손으로 벤치의 가장자리를 잡고 발과 다리를 똑바로 유지하십시오.
2. 몸을 똑바로 내립니다.
3. 시작점까지 천천히 뒤로 누르십시오.
4. 팁 : 발을 바닥에서 내리고 체중을 더함으로써 더 어려워집니다."
Chest,Incline Push Up,Bodyweight, Beginner ,https://musclewiki.com/Bodyweight/Male/Chest/Incline-Push-Up,https://www.musclewiki.com/media/uploads/bodyweight-male-incline-pushup-front.gif,https://www.musclewiki.com/media/uploads/bodyweight-male-incline-pushup-side.gif,https://youtu.be/NGI2BZGnUuA,https://youtu.be/x6IIdrJPjps,"1. 벤치를 향하거나 튼튼한 고가 플랫폼을 직면하십시오.
2. 어깨 너비보다 약간 더 넓은 벤치 또는 플랫폼의 가장자리에 손을 넣습니다.
3. 가슴이 벤치에 거의 닿을 때까지 천천히 몸을 내립니다.
4. 팔이 연장 될 때까지 몸을 위로 밀어 넣습니다."
Chest,Decline Push Up,Bodyweight, Beginner ,https://musclewiki.com/Bodyweight/Male/Chest/Decline-Push-Up,https://www.musclewiki.com/media/uploads/bodyweight-male-feet-elevated-push-up-front.gif,https://www.musclewiki.com/media/uploads/bodyweight-male-feet-elevated-push-up-side.gif,https://youtu.be/Jn7Wi_LXwQA,https://youtu.be/Jn7Wi_LXwQA,"1. 벤치를 사용하여 발을 높이십시오.
2. 손을 어깨 너비보다 약간 넓게 두십시오.
3. 가슴이 땅에 거의 닿을 때까지 천천히 몸을 낮추십시오.
4. 팔꿈치를 거의 잠글 때까지 몸을 키우십시오."
Chest,Diamond Push Ups,Bodyweight, Beginner ,https://musclewiki.com/Bodyweight/Male/Chest/Diamond-Push-Ups,https://www.musclewiki.com/media/uploads/bodyweight-male-diamondpushup-front.gif,https://www.musclewiki.com/media/uploads/bodyweight-male-diamondpushup-side.gif,https://youtu.be/NGI2BZGnUuA,https://youtu.be/x6IIdrJPjps,"1. 인덱스 손가락과 엄지 손가락을 만져 다이아몬드 모양을 형성합니다.
2. 표준 푸시 업 위치를 사용하십시오
3. 가슴을 손으로 내리고 팔꿈치를 몸에 가깝게 유지하십시오.
4. 가슴이 바닥에 닿기 직전에 멈춘 다음 시작 위치로 뒤로 밀어냅니다."
