exercise,equipment,difficulty,link,muscle,img_link,video_link,step
Good Mornings,Bodyweight,Beginner,https://musclewiki.com/Bodyweight/Male/Hamstrings/Good-Mornings,Glutes,https://www.musclewiki.com/media/uploads/male-bodyweight-good-mornings-front.gif,https://youtu.be/Zd_1yd6VtiA,"1. 무릎에 약간의 구부러져 어깨 너비를 약간 지나친 발로 발을 서십시오.머리 뒤에 손을 넣으십시오.
2. 등을 똑바로 유지하고 엉덩이를 돌려서 어깨를 바닥으로 내립니다.가슴이 바닥과 평행 할 때 멈추십시오."
Goblet Squat,Cables,Beginner,https://musclewiki.com/Cables/Male/Quads/Goblet-Squat,Glutes,https://www.musclewiki.com/media/uploads/male-cable-goblet-squat-front.gif,https://youtu.be/cp67Ao6O--c,"1. 직선 막대 또는 쉬운 막대 부착물로 시작하십시오.
2. 팔꿈치를 바 바로 아래 바로 아래에 놓고 똑바로 쪼그리고 앉은 다음 몇 단계를 걸어 가십시오.
3. 무릎과 엉덩이에서 부러져 쪼그리고 앉으십시오.평평한 등을 유지하십시오.
4. 서있는 위치로 되돌아 가기."
Pull Through,Cables,Beginner,https://musclewiki.com/Cables/Male/Hamstrings/Pull-Through,Glutes,https://www.musclewiki.com/media/uploads/male-cable-pull-through-side.gif,https://youtu.be/XkbWQxxop24,"1.이 운동은 로프 부착물로 가장 잘 작동하지만 무엇이든 할 수 있습니다.부착물은 기계의 바닥으로 설정해야합니다.
2. 케이블 기계에서 멀어지고 케이블 자체를 가로 질러 부착물을 잡습니다.
3. 몇 걸음 더 걸어갑니다.
4. 평평한 등과 대부분의 무릎을 유지하면서 엉덩이를 끊습니다.
5. 서있는 위치로 돌아올 때까지 엉덩이를 앞으로 밀어 넣습니다."
Hip Abduction,Cables,Beginner,https://musclewiki.com/Cables/Male/Glutes/Hip-Abduction,Glutes,https://www.musclewiki.com/media/uploads/male-cable-hip-abduction-side.gif,https://youtu.be/WKJyZ6aXB_I,"1. 발목 부착물을 사용하십시오.케이블은 아래쪽으로 바닥까지 설정해야합니다.
2. 외부 다리에 발목 부착물로 옆으로 향합니다.몇 걸음 걸어 가십시오.
3. 엉덩이를 납치하고 다리를 옆으로 올리십시오.
4. 시작 위치로 돌아가서 발이 땅에 닿는 곳을 멈추십시오 (근육의 긴장을 유지하기 위해)."
Cable Glute Kickback,Cables,Beginner,https://musclewiki.com/Cables/Male/Glutes/Cable-Glute-Kickback,Glutes,https://www.musclewiki.com/media/uploads/male-cable-glute-kickbacks-front.gif,https://youtu.be/N_InWvS5Mlc,"1. 발목 부착물을 사용하십시오.케이블은 크로스 오버 머신의 바닥으로 설정해야합니다.
2. 발목을 똑바로 밀어서 엉덩이에서 뻗어 있습니다.둔부에 수축을 느낄 때 한 번의 수를 유지하십시오.
3. 그런 다음 원래 위치로 돌아올 때까지 엉덩이를 구부리십시오."
Good Morning,Band,Beginner,https://musclewiki.com/Band/Male/Hamstrings/Good-Morning,Glutes,https://www.musclewiki.com/media/uploads/male-band-good-morning-side.gif,https://youtu.be/vn3MxFuJKCg,"1. 밴드를 엉덩이 수준에서 정박하십시오.밴드가 팽팽해질 때까지 몇 걸음 떨어져 있습니다.
2. 햄스트링에서 스트레칭을 느낄 때까지 등을 평평하게 유지하면서 엉덩이를 뒤로 밀어 넣으십시오."
Pullthrough,Band,Beginner,https://musclewiki.com/Band/Male/Hamstrings/Pullthrough,Glutes,https://www.musclewiki.com/media/uploads/male-band-pull-through-side.gif,https://youtu.be/guTWXeyDPQc,"1. 밴드를 가능한 가장 낮은 지점으로 정박하십시오.밴드를 달린 다음 양손으로 잡습니다.
2. 밴드가 팽팽해질 때까지 몇 걸음 떨어져 있습니다.
3. 햄스트링에서 스트레칭을 느낄 때까지 엉덩이를 뒤로 밀어 넣으십시오.그런 다음 엉덩이를 다시 시작 위치로 확장하십시오."
Band Squat,Band,Beginner,https://musclewiki.com/Band/Male/Quads/Band-Squat,Glutes,https://www.musclewiki.com/media/uploads/male-band-squat-side.gif,https://youtu.be/60hbDzAT1p4,"1. 어깨 너비 그립으로 서십시오.두 발은 각 손에 밴드 루프가있는 밴드에 있어야합니다.
2. 엉덩이를 뒤로 밀고 무릎을 부수십시오.
3. 평행 깊이를 누르십시오 (다리의 바닥은지면과 평행해야합니다).쪼그리고 앉는 깊이를 말할 수 없다면 거울 앞에서 쪼그리고 앉아 양식을보십시오."
Dumbbell Hip Thrust,Dumbbells,Beginner,https://musclewiki.com/Dumbbells/Male/Glutes/Dumbbell-Hip-Thrust,Glutes,https://www.musclewiki.com/media/uploads/male-dumbbell-hip-thrust-front.gif,https://youtu.be/UIR7LxhJGEo,"1. 어깨 뼈를 상자 나 벤치에 놓고 움직이지 않는 벤치에 놓습니다.
2. 두 발을 심어야하고 발 뒤꿈치가 바닥에서 나오지 않아야합니다.발가락을 앞으로 가리 킵니다.
3. 엉덩이에서 부러집니다.가능한 가장 긴 움직임 범위를 찾으십시오.운동의 상단에 집중하십시오.각 담당자마다 가능한 한 높은 엉덩이를 밀어 넣으십시오."
Dumbbell Glute Bridge,Dumbbells,Beginner,https://musclewiki.com/Dumbbells/Male/Quads/Dumbbell-Glute-Bridge,Glutes,https://www.musclewiki.com/media/uploads/male-dumbbell-glute-bridge-side.gif,https://youtu.be/aV4Kje5Bv-0,"1. 양 발을 심고 땅에 평평하게 놓으십시오.발 뒤꿈치를 바닥에 붙이십시오.
2. 아령을 엉덩이에 놓습니다.둔부가 계약을 느낄 때까지 엉덩이를 천장으로 밀어 넣으십시오.
3. 그런 다음 바닥으로 돌아갑니다."
High Bar Squat,Barbell,Beginner,https://musclewiki.com/Barbell/Male/Quads/High-Bar-Squat,Glutes,https://www.musclewiki.com/media/uploads/male-barbell-higbar-squat-front.gif,https://youtu.be/-EUK9rPkklY,"1. 막대를 트랩 위에 놓습니다.
2. 엉덩이를 뒤로 밀고 무릎을 부수십시오.팔꿈치를 앞으로 밀어서 너무 멀리 걸리지 않도록하십시오.
3. 햄스트링을 바닥과 평행하게하는 것을 목표로합니다.
4. 발 뒤꿈치를 바닥에 밀고 서있는 위치로 쪼그리고 앉으십시오."
Dumbbell Goblet Squat,Dumbbells,Beginner,https://musclewiki.com/Dumbbells/Male/Quads/Dumbbell-Goblet-Squat,Glutes,https://www.musclewiki.com/media/uploads/male-dumbbell-goblet-squat-front.gif,https://www.youtube.com/watch?v=fgtbciu_Mss%7C,"1. 팔꿈치를 윗면에 넣고 팔꿈치를 유지하십시오. 발은 어깨 너비보다 약간 더 넓어야합니다.
2. 팔꿈치를 무릎 트랙 안에두고 쪼그리고 앉으십시오.
3. 가슴을 유지하면서 발 뒤꿈치를 밀고 시작 위치로 돌아갑니다."
